C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_011.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_011.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_011.jpg, -0.7622871, 0.5814603, 0, 0.7618234
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_118.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_118.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_118.jpg, -0.3945144, 0.949233, 0, 1.945255
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_227.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_227.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_227.jpg, -0.07166668, 1, 0, 3.114072
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_330.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_330.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_330.jpg, 0, 1, 0, 4.284707
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_432.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_432.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_432.jpg, -0.2591439, 1, 0, 5.435491
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_541.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_541.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_541.jpg, -0.6299223, 1, 0, 6.748362
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_645.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_645.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_645.jpg, -0.6606696, 1, 0, 7.820678
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_751.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_751.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_751.jpg, -0.3869427, 1, 0, 8.964645
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_868.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_868.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_868.jpg, 0, 1, 0, 10.29439
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_23_974.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_23_974.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_23_974.jpg, 0, 1, 0, 11.71111
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_082.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_082.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_082.jpg, 0, 1, 0, 12.68724
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_189.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_189.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_189.jpg, 0, 1, 0, 13.82623
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_297.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_297.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_297.jpg, -0.3692199, 1, 0, 14.99676
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_406.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_406.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_406.jpg, -0.695218, 1, 0, 15.86649
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_510.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_510.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_510.jpg, -0.4291727, 1, 0, 17.00347
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_620.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_620.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_620.jpg, -0.05299878, 1, 0, 18.25694
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_727.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_727.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_727.jpg, 0, 1, 0, 19.11908
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_834.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_834.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_834.jpg, 0, 1, 0, 20.35972
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_24_941.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_24_941.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_24_941.jpg, 0, 1, 0, 21.44563
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_047.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_047.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_047.jpg, 0, 1, 0, 22.39141
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_154.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_154.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_154.jpg, 0, 1, 0, 23.58182
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_261.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_261.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_261.jpg, -0.3221739, 1, 0, 24.50485
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_374.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_374.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_374.jpg, -0.4510887, 1, 0, 25.44757
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_483.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_483.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_483.jpg, -0.1231458, 1, 0, 26.40462
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_588.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_588.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_588.jpg, 0, 1, 0, 27.32611
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_695.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_695.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_695.jpg, 0, 1, 0, 28.44147
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_802.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_802.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_802.jpg, 0, 1, 0, 29.36344
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_25_911.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_25_911.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_25_911.jpg, 0, 1, 0, 30.1878
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_018.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_018.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_018.jpg, -0.1678416, 1, 0, 30.18292
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_124.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_124.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_124.jpg, -0.1650705, 1, 0, 30.18983
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_229.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_229.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_229.jpg, 0, 1, 0, 30.18948
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_336.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_336.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_336.jpg, -0.1988349, 1, 0, 30.18273
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_440.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_440.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_440.jpg, 0, 1, 0, 30.19005
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_548.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_548.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_548.jpg, -0.09321781, 1, 0, 30.18867
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_654.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_654.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_654.jpg, -0.3069906, 1, 0, 30.17301
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_758.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_758.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_758.jpg, 0, 1, 0, 30.18852
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_867.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_867.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_867.jpg, -0.3256995, 1, 0, 30.17326
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_26_978.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_26_978.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_26_978.jpg, 0, 1, 0, 30.18876
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_085.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_085.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_085.jpg, 0, 1, 0, 30.19003
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_192.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_192.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_192.jpg, 0, 1, 0, 30.19032
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_299.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_299.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_299.jpg, -0.101652, 1, 0, 30.19096
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_406.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_406.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_406.jpg, 0, 1, 0, 30.19013
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_513.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_513.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_513.jpg, -0.2736192, 1, 0, 30.17467
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_619.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_619.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_619.jpg, -0.002606712, 1, 0, 30.18939
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_726.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_726.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_726.jpg, 0, 1, 0, 30.19007
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_828.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_828.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_828.jpg, -0.2644605, 1, 0, 30.17565
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_27_933.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_27_933.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_27_933.jpg, 0, 1, 0, 30.18973
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_042.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_042.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_042.jpg, 0, 1, 0, 30.19025
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_145.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_145.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_145.jpg, 0, 1, 0, 30.18995
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_250.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_250.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_250.jpg, 0, 1, 0, 30.19027
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_355.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_355.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_355.jpg, -0.3159003, 1, 0, 30.16745
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_461.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_461.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_461.jpg, 0, 1, 0, 30.18877
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_570.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_570.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_570.jpg, 0, 1, 0, 30.19002
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_680.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_680.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_680.jpg, 0, 1, 0, 30.19026
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_789.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_789.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_789.jpg, 0, 1, 0, 30.19031
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_28_898.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_28_898.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_28_898.jpg, 0, 1, 0, 30.19028
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_006.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_006.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_006.jpg, 0, 1, 0, 30.1905
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_114.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_114.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_114.jpg, -0.220917, 1, 0, 30.17941
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_221.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_221.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_221.jpg, 0, 1, 0, 30.18933
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_330.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_330.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_330.jpg, 0, 1, 0, 30.1902
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_442.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_442.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_442.jpg, 0, 1, 0, 30.19031
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_550.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_550.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_550.jpg, 0, 1, 0, 30.19031
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_664.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_664.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_664.jpg, -0.3376537, 1, 0, 30.16365
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_771.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_771.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_771.jpg, -0.2958156, 1, 0, 30.18579
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_884.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_884.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_884.jpg, 0, 1, 0, 30.18745
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_29_996.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_29_996.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_29_996.jpg, 0, 1, 0, 30.19013
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_105.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_105.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_105.jpg, 0, 1, 0, 30.1903
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_217.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_217.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_217.jpg, 0, 1, 0, 30.19031
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_330.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_330.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_330.jpg, -0.1360218, 1, 0, 30.18557
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_431.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_431.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_431.jpg, -0.231015, 1, 0, 30.18258
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_545.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_545.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_545.jpg, 0, 1, 0, 30.18971
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_655.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_655.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_655.jpg, 0, 1, 0, 30.19027
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_766.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_766.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_766.jpg, 0, 1, 0, 30.19029
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_867.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_867.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_867.jpg, -0.1691031, 1, 0, 30.18313
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_30_980.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_30_980.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_30_980.jpg, -0.1560933, 1, 0, 30.19009
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_092.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_092.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_092.jpg, 0, 1, 0, 30.18997
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_203.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_203.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_203.jpg, 0, 1, 0, 30.19024
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_315.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_315.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_315.jpg, 0, 1, 0, 30.19029
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_429.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_429.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_429.jpg, 0, 1, 0, 30.1903
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_538.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_538.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_538.jpg, -0.276237, 1, 0, 30.17332
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_646.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_646.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_646.jpg, 0, 1, 0, 30.18917
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_747.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_747.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_747.jpg, 0, 1, 0, 30.19006
C:\udemy_end2end_data\01\IMG\center_2022_07_20_14_47_31_853.jpg, C:\udemy_end2end_data\01\IMG\left_2022_07_20_14_47_31_853.jpg, C:\udemy_end2end_data\01\IMG\right_2022_07_20_14_47_31_853.jpg, 0, 1, 0, 30.18991
